aqi,city,co,crawl_time,date,level,no2,o3,pm10,pm2_5,so2,spider
48,遵义,0.5,,2014-09-02,优,17,60,48,26,15,
56,遵义,0.6,,2014-09-03,良,30,64,61,32,24,
65,遵义,0.6,,2014-09-04,良,35,35,80,35,12,
66,遵义,0.4,,2014-08-01,良,22,58,83,40,17,
68,遵义,0.4,,2014-08-02,良,28,88,86,40,12,
74,遵义,0.5,,2014-08-03,良,25,85,98,52,11,
71,遵义,0.4,,2014-08-04,良,16,80,88,52,11,
69,遵义,0.4,,2014-08-05,良,18,85,88,50,13,
56,遵义,0.4,,2014-07-01,良,24,70,62,39,10,
76,遵义,0.6,,2014-07-02,良,37,50,95,56,14,
80,遵义,0.7,,2014-07-03,良,35,33,102,59,11,
42,遵义,0.7,,2014-07-04,优,23,53,42,23,11,
96,遵义,0.8,,2014-06-01,良,35,79,106,72,13,
73,遵义,0.6,,2014-06-02,良,29,52,83,54,10,
43,遵义,0.6,,2014-06-03,优,18,60,43,30,9,
56,遵义,0.7,,2014-06-04,良,34,54,53,40,11,
52,遵义,0.9,,2014-06-05,良,25,41,55,35,9,
97,遵义,0.8,,2014-05-01,良,43,95,144,59,17,
107,遵义,0.8,,2014-05-02,轻度污染,55,62,165,72,30,
100,遵义,0.6,,2014-05-03,良,34,51,149,68,13,
52,遵义,0.6,,2014-05-04,良,29,44,54,29,7,
57,遵义,0.7,,2014-04-01,良,31,68,61,40,24,
91,遵义,0.5,,2014-04-02,良,33,76,114,68,31,
113,遵义,1,,2014-04-03,轻度污染,49,76,154,85,52,
48,遵义,1,,2014-03-01,优,27,29,48,30,24,
47,遵义,0.8,,2014-03-02,优,23,52,44,33,19,
121,遵义,0.9,,2014-02-01,轻度污染,29,71,119,92,44,
123,遵义,0.9,,2014-02-02,轻度污染,31,76,128,94,45,
169,遵义,1.8,,2014-01-01,中度污染,70,44,195,128,115,
152,遵义,1.6,,2014-01-02,中度污染,48,43,162,116,89,
121,遵义,1.2,,2014-01-03,轻度污染,41,81,126,92,93,
65,西宁,0.9,,2017-04-01,良,50,118,76,18,19,
87,西宁,1.7,,2017-04-02,良,60,102,124,37,24,
95,西宁,1.6,,2017-04-03,良,62,91,138,54,35,
74,西宁,1.2,,2017-04-04,良,47,100,102,47,41,
62,西宁,1.7,,2017-03-01,良,37,65,78,23,17,
95,西宁,1.7,,2017-03-02,良,44,78,140,41,34,
94,西宁,1.7,,2017-03-03,良,37,90,138,36,28,
69,西宁,1.5,,2017-03-04,良,40,82,86,30,26,
90,西宁,2.3,,2017-02-01,良,40,74,130,54,38,
90,西宁,2.3,,2017-02-02,良,44,58,131,62,34,
95,西宁,2.4,,2017-02-03,良,40,73,141,60,26,
84,西宁,2,,2017-02-04,良,50,61,120,56,37,
105,西宁,3.2,,2017-02-05,轻度污染,61,41,162,79,50,
64,遵义,0.9,,2015-11-02,良,31,53,78,46,12,
64,遵义,0.9,,2015-11-03,良,31,46,77,46,20,
64,遵义,1,,2015-11-04,良,29,37,68,46,9,
60,遵义,0.8,,2015-11-05,良,25,63,69,42,19,
70,遵义,1.1,,2015-11-06,良,34,64,89,43,27,
78,遵义,1.1,,2015-11-07,良,38,75,105,52,28,
70,遵义,0.9,,2015-11-08,良,20,84,80,51,14,
37,遵义,0.9,,2015-10-06,优,29,31,37,17,8,
44,遵义,0.8,,2015-10-07,优,29,50,44,19,9,
59,遵义,0.9,,2015-10-08,良,35,32,68,34,9,
55,遵义,0.9,,2015-10-09,良,31,62,57,39,11,
60,遵义,0.8,,2015-10-10,良,30,60,69,41,11,
70,遵义,0.8,,2015-10-11,良,35,75,90,40,11,
76,遵义,0.9,,2015-10-12,良,38,65,101,45,10,
75,遵义,0.9,,2015-10-13,良,43,66,100,45,13,
93,遵义,0.9,,2015-10-14,良,49,91,136,62,17,
55,遵义,1.1,,2015-09-05,良,28,57,60,22,10,
33,遵义,0.9,,2015-09-06,优,26,40,24,10,5,
43,遵义,0.6,,2015-08-02,优,17,69,43,15,14,
43,遵义,0.5,,2015-08-03,优,16,64,43,12,12,
37,遵义,0.6,,2015-08-04,优,17,59,37,16,13,
40,遵义,0.7,,2015-08-05,优,20,69,40,15,12,
62,遵义,0.7,,2015-08-06,良,25,88,73,28,15,
48,遵义,0.6,,2015-08-07,优,21,70,48,18,5,
54,遵义,0.5,,2015-08-08,良,22,104,56,22,5,
67,西宁,1.2,,2017-10-05,良,36,103,101,36,20,
85,西宁,1.1,,2017-10-06,良,36,143,108,45,45,
78,西宁,1.3,,2017-10-07,良,29,134,74,24,11,
63,西宁,1.1,,2017-10-08,良,25,116,29,14,4,
36,西宁,0.9,,2017-10-09,优,26,65,15,10,2,
52,西宁,1.7,,2017-10-10,良,30,69,54,22,7,
54,遵义,0.8,,2015-07-06,良,31,105,44,18,7,
72,遵义,0.8,,2015-07-07,良,37,126,75,33,14,
85,遵义,0.8,,2015-07-08,良,31,142,74,34,7,
83,遵义,0.8,,2015-07-09,良,37,139,114,52,7,
75,遵义,0.8,,2015-07-10,良,29,130,100,54,9,
67,遵义,0.8,,2015-07-11,良,31,88,85,39,9,
60,遵义,0.8,,2015-07-12,良,30,79,71,24,9,
72,遵义,0.8,,2015-07-13,良,38,88,94,30,13,
28,遵义,0.8,,2015-06-04,优,19,55,22,10,5,
32,遵义,0.8,,2015-06-05,优,21,58,32,13,7,
54,遵义,0.8,,2015-06-06,良,31,42,58,22,7,
27,遵义,0.8,,2015-06-07,优,22,52,27,13,11,
34,遵义,0.7,,2015-06-08,优,19,61,34,15,10,
47,遵义,0.8,,2015-06-09,优,18,93,45,23,7,
59,遵义,0.9,,2015-06-10,良,32,70,68,35,9,
62,遵义,0.9,,2015-06-11,良,22,96,74,37,12,
67,遵义,0.7,,2015-06-12,良,22,89,84,35,9,
55,遵义,0.7,,2015-05-05,良,19,73,58,39,4,
75,遵义,0.8,,2015-05-06,良,28,122,88,55,9,
74,遵义,0.9,,2015-05-07,良,40,80,98,55,14,
56,遵义,0.5,,2015-05-08,良,27,107,46,27,5,
66,遵义,0.6,,2015-05-09,良,31,106,82,47,12,
61,遵义,0.6,,2015-05-10,良,21,89,70,44,7,
57,遵义,0.6,,2015-05-11,良,19,81,63,37,6,
75,遵义,0.8,,2015-05-12,良,30,80,100,53,7,
68,遵义,0.8,,2015-05-13,良,25,68,84,49,7,
35,遵义,1,,2015-04-06,优,16,63,35,20,6,
34,遵义,0.9,,2015-04-07,优,18,67,32,20,5,
34,遵义,0.7,,2015-04-08,优,14,67,28,19,6,
52,遵义,0.7,,2015-04-09,良,29,65,54,33,8,
65,遵义,0.8,,2015-04-10,良,35,83,79,42,15,
62,遵义,0.7,,2015-04-11,良,32,79,73,42,10,
34,遵义,0.5,,2017-06-10,优,17,69,18,10,7,
35,遵义,0.6,,2017-06-11,优,26,46,35,17,5,
29,遵义,0.6,,2017-06-12,优,19,58,20,12,3,
35,遵义,0.7,,2017-06-13,优,28,34,32,19,4,
26,遵义,0.6,,2017-06-14,优,20,46,21,13,3,
37,遵义,0.6,,2017-06-15,优,26,36,16,10,4,
27,遵义,0.6,,2017-06-16,优,22,44,21,12,4,
89,西宁,1.7,,2017-01-01,良,62,40,110,64,28,
102,西宁,2.7,,2017-01-02,轻度污染,64,36,125,76,36,
79,西宁,2,,2017-01-03,良,62,38,108,57,36,
97,西宁,3.8,,2017-01-04,良,68,28,136,72,42,
78,西宁,3,,2017-01-05,良,56,25,106,48,30,
40,遵义,0.7,,2017-05-10,优,23,60,40,22,4,
40,遵义,0.6,,2017-05-11,优,17,81,35,23,4,
55,遵义,0.6,,2017-05-12,良,24,107,46,19,6,
75,遵义,0.8,,2017-05-13,良,31,131,66,31,10,
57,遵义,0.7,,2017-05-14,良,28,74,63,39,6,
50,遵义,0.6,,2017-05-15,优,23,97,54,32,5,
60,遵义,0.6,,2017-05-16,良,26,113,52,29,6,
72,遵义,0.7,,2017-05-17,良,29,127,65,37,7,
34,遵义,0.8,,2017-04-11,优,26,47,34,18,4,
46,遵义,0.7,,2017-04-12,优,26,92,37,21,7,
79,遵义,0.9,,2017-04-13,良,38,135,66,31,15,
97,遵义,1,,2017-04-14,良,41,157,92,42,14,
82,遵义,1,,2017-04-15,良,36,103,106,63,10,
73,遵义,0.8,,2017-04-16,良,22,104,84,54,7,
55,遵义,0.5,,2017-04-17,良,21,107,50,20,6,
84,遵义,0.8,,2017-04-18,良,47,92,116,42,16,
30,遵义,0.6,,2017-03-14,优,21,60,23,16,8,
32,遵义,0.6,,2017-03-15,优,26,62,26,12,9,
45,遵义,0.7,,2017-03-16,优,29,41,44,27,12,
88,遵义,1.1,,2017-02-13,良,48,62,102,66,43,
103,遵义,0.9,,2017-02-14,轻度污染,48,41,109,79,44,
124,遵义,1,,2017-02-15,轻度污染,55,32,141,96,31,
158,遵义,1.4,,2017-02-16,中度污染,56,78,166,122,36,
157,遵义,1.3,,2017-02-17,中度污染,47,57,164,120,35,
124,遵义,1.1,,2017-02-18,轻度污染,39,51,119,95,20,
113,遵义,1,,2017-02-19,轻度污染,35,104,118,85,24,
84,遵义,1.2,,2017-01-06,良,26,27,83,62,12,
62,遵义,1.3,,2017-01-07,良,32,44,64,45,16,
41,遵义,1.2,,2017-01-08,优,24,39,35,25,9,
30,遵义,1,,2017-01-09,优,24,41,26,19,8,
30,遵义,1,,2017-01-10,优,24,39,28,20,9,
28,遵义,0.9,,2017-01-11,优,23,52,25,15,10,
29,遵义,0.7,,2017-01-12,优,19,50,26,20,9,
54,遵义,0.9,,2017-01-13,良,30,59,56,36,22,
92,遵义,1,,2016-12-10,良,39,42,101,68,17,
35,遵义,0.6,,2016-11-09,优,28,35,20,12,5,
47,遵义,0.8,,2016-11-10,优,31,42,47,19,11,
70,遵义,1.1,,2016-11-11,良,42,22,90,43,16,
61,遵义,0.8,,2016-11-12,良,36,26,72,38,11,
53,遵义,0.8,,2016-11-13,良,28,22,56,27,10,
55,遵义,0.8,,2016-11-14,良,31,49,60,33,12,
70,遵义,1,,2016-11-15,良,42,15,90,48,17,
63,遵义,0.9,,2016-03-08,良,28,92,60,45,9,
31,遵义,0.7,,2016-03-09,优,21,62,22,13,4,
43,遵义,0.7,,2016-03-10,优,18,86,31,20,5,
59,遵义,0.9,,2016-03-11,良,21,76,57,42,9,
82,遵义,1.1,,2016-03-12,良,30,64,82,60,11,
74,遵义,1,,2016-03-13,良,32,51,78,54,19,
70,遵义,1,,2016-02-10,良,29,108,60,51,37,
85,遵义,1,,2016-02-11,良,28,97,75,63,30,
95,遵义,0.8,,2016-02-12,良,22,102,72,71,19,
35,遵义,1.1,,2016-01-08,优,24,36,34,24,14,
32,遵义,0.9,,2016-01-09,优,25,39,31,20,14,
68,遵义,1.1,,2016-01-10,良,35,26,74,49,38,
60,遵义,1.2,,2016-01-11,良,34,41,59,43,25,
