aqi,city,co,crawl_time,date,level,no2,o3,pm10,pm2_5,so2,spider
52,武威,0.7,,2017-06-04,良,18,103,30,17,4,
83,武威,0.6,,2017-05-01,良,24,140,54,28,7,
110,武威,0.5,,2017-05-02,轻度污染,18,121,0,0,6,
183,武威,0.6,,2017-05-03,中度污染,20,95,0,0,6,
258,武威,0.7,,2017-05-04,重度污染,22,111,0,0,6,
391,武威,0.4,,2017-05-05,严重污染,22,112,0,0,6,
101,武威,0.6,,2017-05-06,轻度污染,26,124,0,0,6,
64,武威,0.9,,2017-04-01,良,34,117,62,26,8,
75,武威,0.8,,2017-04-02,良,34,130,98,37,12,
80,武威,1.2,,2017-04-03,良,50,136,113,54,13,
80,武威,1.1,,2017-04-04,良,42,136,102,48,10,
105,武威,1,,2017-04-05,轻度污染,34,110,0,0,8,
74,武威,0.6,,2017-03-01,良,25,102,100,44,22,
105,武威,1.1,,2017-03-02,轻度污染,37,99,164,43,22,
88,武威,1.4,,2017-03-03,良,40,106,128,51,30,
85,武威,1.4,,2017-03-04,良,37,99,119,48,25,
56,武威,0.8,,2017-03-05,良,16,95,60,25,16,
52,武威,1,,2017-03-06,良,22,97,61,26,18,
68,武威,1.4,,2017-03-07,良,28,97,86,40,28,
90,武威,1.4,,2017-02-01,良,25,71,123,70,34,
116,武威,1.6,,2017-02-02,轻度污染,31,77,139,84,44,
102,武威,1.6,,2017-02-03,轻度污染,34,75,128,70,40,
106,武威,1.6,,2017-02-04,轻度污染,36,73,132,75,32,
108,武威,1.3,,2017-02-05,轻度污染,28,58,162,80,33,
66,武威,1.7,,2017-01-01,良,41,54,84,44,41,
70,武威,1.9,,2017-01-02,良,45,58,86,51,52,
92,武威,2.4,,2017-01-03,良,49,54,122,68,48,
102,武威,1.9,,2017-01-04,轻度污染,46,54,122,76,53,
85,武威,1.4,,2017-01-05,良,38,64,112,64,35,
56,温州,0.7,,2017-12-02,良,50,0,70,37,12,
90,温州,1.2,,2017-12-03,良,53,0,80,43,13,
66,温州,1,,2017-12-04,良,43,0,85,46,13,
122,温州,1.2,,2017-12-05,轻度污染,36,0,120,78,14,
69,温州,0.9,,2017-12-06,良,51,0,100,64,16,
108,温州,1.2,,2017-12-07,轻度污染,70,0,116,70,17,
105,温州,1.2,,2017-12-08,轻度污染,44,0,111,67,17,
89,温州,1,,2017-12-09,良,55,0,92,54,18,
103,温州,0.7,,2017-12-10,轻度污染,64,0,94,52,17,
80,温州,0.7,,2017-11-03,良,48,136,80,46,15,
61,温州,0.6,,2017-11-04,良,24,109,70,42,10,
50,温州,0.5,,2017-11-05,优,36,81,52,27,13,
83,温州,0.8,,2017-11-06,良,66,29,91,53,18,
72,温州,0.9,,2017-11-07,良,56,13,73,52,11,
67,温州,0.8,,2017-11-08,良,54,66,65,43,13,
68,温州,0.7,,2017-11-09,良,50,113,86,47,14,
82,温州,0.6,,2017-11-10,良,64,40,71,34,15,
93,吴忠,0.5,,2018-12-04,良,23,54,136,45,12,
96,吴忠,0.5,,2018-12-05,良,18,63,142,33,10,
50,吴忠,0.3,,2018-12-06,优,9,68,50,9,5,
49,吴忠,0.5,,2018-12-07,优,16,47,49,15,20,
48,吴忠,0.5,,2018-12-08,优,21,52,48,18,20,
78,吴忠,1,,2018-12-09,良,41,31,94,57,23,
83,吴忠,1,,2018-12-10,良,30,58,115,51,24,
59,吴忠,0.5,,2018-12-11,良,29,55,68,26,15,
72,吴忠,1.5,,2018-12-12,良,48,45,91,52,26,
85,吴忠,1.4,,2018-12-13,良,45,27,113,63,30,
55,吴忠,0.6,,2018-11-04,良,26,50,60,36,17,
58,吴忠,0.6,,2018-11-05,良,34,51,65,41,16,
56,吴忠,0.6,,2018-11-06,良,41,61,62,32,24,
61,吴忠,0.6,,2018-11-07,良,45,59,72,37,25,
56,吴忠,0.5,,2018-11-08,良,28,71,61,24,16,
67,吴忠,0.5,,2018-10-04,良,40,106,83,38,10,
75,吴忠,0.3,,2018-10-05,良,28,74,100,27,14,
51,吴忠,0.3,,2018-10-06,良,25,71,51,18,12,
73,吴忠,0.3,,2018-10-07,良,40,77,95,43,10,
65,吴忠,0.3,,2018-10-08,良,26,78,79,31,11,
51,吴忠,0.3,,2018-09-05,良,22,101,42,17,7,
58,吴忠,0.3,,2018-09-06,良,14,93,83,19,8,
48,吴忠,0.3,,2018-09-07,优,18,95,41,12,10,
70,吴忠,0.3,,2018-09-08,良,17,124,44,15,8,
48,吴忠,0.5,,2018-09-09,优,22,76,48,18,7,
70,吴忠,0.5,,2018-09-10,良,19,124,41,18,7,
79,吴忠,0.5,,2018-09-11,良,26,134,66,22,9,
113,吴忠,0.9,,2018-08-06,轻度污染,9,174,72,28,12,
50,吴忠,0.6,,2018-08-07,优,9,99,30,17,7,
80,吴忠,0.7,,2018-08-08,良,12,136,47,24,9,
67,吴忠,0.5,,2018-08-09,良,13,120,40,15,8,
80,吴忠,0.5,,2018-08-10,良,9,135,37,16,8,
92,吴忠,0.6,,2018-08-11,良,18,150,61,23,13,
79,吴忠,0.5,,2018-08-12,良,16,134,65,19,18,
51,梧州,1,,2018-12-02,良,33,60,52,31,10,
53,梧州,1,,2018-12-03,良,34,51,56,28,11,
58,梧州,1,,2018-12-04,良,32,65,65,34,12,
55,梧州,1.7,,2018-12-05,良,28,40,60,32,11,
62,梧州,1.4,,2018-12-06,良,28,80,73,42,16,
22,梧州,0.9,,2018-12-07,优,17,12,18,10,7,
20,梧州,0.9,,2018-12-08,优,16,10,12,5,7,
20,梧州,0.9,,2018-12-09,优,14,12,10,6,6,
65,梧州,1,,2018-11-03,良,35,118,77,46,12,
54,梧州,1,,2018-11-04,良,27,55,58,34,13,
57,梧州,1,,2018-11-05,良,32,86,64,38,14,
64,梧州,1,,2018-11-06,良,36,106,76,46,16,
54,梧州,1,,2018-11-07,良,19,65,58,36,10,
67,梧州,0.9,,2018-10-02,良,26,120,70,38,18,
78,梧州,0.9,,2018-10-03,良,32,133,82,43,18,
83,梧州,0.9,,2018-10-04,良,30,139,84,45,19,
83,梧州,1,,2018-10-05,良,30,139,85,49,20,
90,梧州,1,,2018-10-06,良,40,147,97,55,18,
24,梧州,0.7,,2018-09-02,优,16,48,22,9,11,
33,梧州,0.9,,2018-09-03,优,19,63,31,16,15,
46,梧州,1,,2018-09-04,优,24,57,46,17,24,
56,梧州,1,,2018-09-05,良,25,68,60,26,15,
56,梧州,1,,2018-09-06,良,26,76,59,28,17,
87,咸宁,1.1,,2017-02-07,良,13,83,52,64,11,
63,咸宁,1,,2017-02-08,良,13,69,38,47,6,
124,咸宁,1.4,,2017-02-09,轻度污染,19,89,88,94,12,
87,咸宁,1.2,,2017-02-10,良,15,108,62,66,12,
65,咸宁,1,,2017-02-11,良,15,103,48,48,9,
75,咸宁,1,,2017-02-12,良,19,128,65,57,12,
45,咸宁,1.2,,2017-01-06,优,22,24,15,31,3,
51,咸宁,1.3,,2017-01-07,良,29,16,31,37,4,
80,咸宁,1.5,,2017-01-08,良,27,63,64,61,7,
123,咸宁,1.9,,2017-01-09,轻度污染,26,57,106,95,8,
130,咸宁,1.6,,2017-01-10,轻度污染,21,64,93,99,9,
109,咸宁,1.4,,2017-01-11,轻度污染,20,40,74,83,6,
93,咸宁,1.4,,2017-01-12,良,18,69,61,71,5,
56,温州,0.7,,2018-11-10,良,32,80,61,33,9,
61,温州,0.9,,2018-11-11,良,48,91,71,36,9,
47,温州,1,,2018-11-12,优,37,27,33,17,6,
35,温州,0.6,,2018-11-13,优,28,62,24,13,6,
46,温州,0.6,,2018-11-14,优,31,67,46,22,8,
68,温州,0.9,,2018-11-15,良,54,51,75,40,8,
48,温州,0.9,,2018-11-16,优,38,20,37,21,6,
39,温州,0.6,,2018-11-17,优,31,44,24,11,6,
49,温州,0.9,,2018-11-18,优,39,24,33,17,6,
54,温州,0.5,,2018-10-12,良,28,104,36,16,7,
53,温州,0.5,,2018-10-13,良,30,100,56,19,8,
44,温州,0.5,,2018-10-14,优,33,63,45,21,7,
43,温州,0.5,,2018-10-15,优,34,53,29,18,6,
37,温州,0.6,,2018-10-16,优,29,55,23,13,6,
59,温州,0.9,,2018-10-17,良,47,78,38,25,7,
107,温州,1,,2018-09-05,轻度污染,21,167,61,34,6,
50,温州,0.9,,2018-09-06,优,24,99,50,29,6,
48,温州,0.9,,2018-09-07,优,36,84,48,26,7,
36,温州,0.6,,2018-09-08,优,28,71,28,16,6,
50,温州,0.6,,2018-09-09,优,31,100,28,16,6,
55,温州,0.5,,2018-09-10,良,28,105,37,16,7,
47,温州,0.6,,2018-09-11,优,37,52,35,17,6,
38,温州,0.6,,2018-09-12,优,30,66,20,11,5,
44,温州,0.6,,2018-08-08,优,22,88,37,20,8,
68,温州,0.6,,2018-08-09,良,25,121,54,24,8,
95,温州,0.6,,2018-08-10,良,28,153,69,38,8,
84,温州,0.7,,2018-08-11,良,26,140,74,44,8,
87,武威,2,,2016-12-01,良,58,70,122,64,35,
92,武威,2,,2016-12-02,良,54,74,130,68,40,
32,温州,0.5,,2018-07-10,优,12,64,32,14,6,
25,温州,0.5,,2018-07-11,优,6,50,20,9,4,
26,温州,0.6,,2018-07-12,优,11,45,24,13,5,
28,温州,0.5,,2018-07-13,优,12,35,28,13,6,
26,温州,0.5,,2018-07-14,优,13,51,26,12,6,
29,温州,0.5,,2018-07-15,优,16,51,29,13,7,
24,温州,0.5,,2018-07-16,优,14,36,25,10,6,
25,温州,0.5,,2018-07-17,优,13,34,25,8,6,
24,温州,0.5,,2018-07-18,优,15,36,23,10,6,
92,温州,0.7,,2018-06-13,良,32,150,60,32,9,
54,温州,0.7,,2018-06-14,良,43,87,44,26,6,
76,温州,0.5,,2018-06-15,良,22,131,36,17,7,
84,温州,0.5,,2018-06-16,良,26,140,53,26,8,
53,温州,0.5,,2018-06-17,良,19,103,50,25,7,
45,温州,0.6,,2018-06-18,优,22,72,45,22,6,
41,温州,0.7,,2018-06-19,优,26,82,40,16,5,
68,温州,1,,2018-06-20,良,40,121,80,38,5,
37,温州,0.6,,2018-06-21,优,22,73,22,11,4,
85,温州,0.8,,2018-05-13,良,30,142,90,45,9,
83,温州,0.9,,2018-05-14,良,26,138,100,61,9,
53,温州,0.7,,2018-05-15,良,15,96,55,29,7,
65,温州,0.8,,2018-05-16,良,19,118,64,28,7,
82,温州,0.7,,2018-05-17,良,20,138,63,31,7,
80,温州,0.8,,2018-05-18,良,34,136,92,48,8,
57,温州,0.8,,2018-05-19,良,32,98,64,39,7,
92,咸宁,0.9,,2016-12-05,良,26,95,117,68,17,
134,咸宁,1.2,,2016-12-06,轻度污染,36,96,140,102,16,
94,咸宁,1.1,,2016-12-07,良,33,101,117,70,13,
110,咸宁,1.2,,2016-12-08,轻度污染,43,114,135,83,14,
118,咸宁,1.1,,2016-12-09,轻度污染,26,122,138,89,15,
139,咸宁,1.2,,2016-12-10,轻度污染,28,73,136,106,13,
115,咸宁,1.1,,2016-12-11,轻度污染,28,70,122,87,11,
134,咸宁,1.3,,2016-12-12,轻度污染,41,12,122,102,13,
120,温州,1,,2018-04-11,轻度污染,82,182,139,76,17,
112,温州,1,,2018-04-12,轻度污染,76,115,146,84,18,
85,温州,0.9,,2018-04-13,良,53,54,80,63,8,
55,温州,1,,2018-04-14,良,44,94,43,27,8,
64,温州,0.7,,2018-04-15,良,26,101,78,23,8,
87,温州,0.6,,2018-04-16,良,40,106,123,34,11,
95,温州,0.6,,2018-04-17,良,42,147,139,40,11,
85,温州,0.6,,2018-04-18,良,54,142,97,38,12,
77,温州,0.6,,2018-04-19,良,50,132,80,34,12,
65,温州,0.6,,2018-03-12,良,52,98,57,30,11,
55,温州,0.6,,2018-03-13,良,44,87,58,31,10,
60,温州,0.7,,2018-03-14,良,48,76,62,34,11,
87,温州,0.9,,2018-03-15,良,69,36,63,37,11,
58,温州,0.8,,2018-03-16,良,46,27,42,28,9,
50,温州,0.4,,2018-03-17,优,26,100,36,16,9,
89,温州,0.9,,2018-03-18,良,71,42,79,40,11,
79,温州,1.2,,2018-03-19,良,63,15,56,42,10,
44,温州,0.8,,2018-03-20,优,35,40,15,11,8,
61,温州,0.6,,2018-02-14,良,26,109,72,30,8,
65,温州,0.6,,2018-02-15,良,21,117,71,38,8,
85,温州,0.6,,2018-02-16,良,14,94,93,63,10,
115,无锡,0.8,,2018-04-18,轻度污染,58,176,108,46,14,
151,无锡,0.9,,2018-04-19,中度污染,62,216,103,47,14,
83,无锡,1.4,,2018-03-22,良,62,102,103,61,15,
84,无锡,1.2,,2018-03-23,良,64,132,108,62,14,
112,无锡,1.3,,2018-03-24,轻度污染,104,115,141,75,20,
41,无锡,1.1,,2018-02-19,优,22,82,27,22,6,
72,无锡,1.2,,2018-02-20,良,26,82,68,52,9,
62,无锡,1.2,,2018-02-21,良,28,71,59,44,6,
51,无锡,1,,2018-01-24,良,31,60,51,26,11,
48,无锡,0.5,,2018-08-19,优,14,96,24,10,10,
85,无锡,0.9,,2018-08-20,良,20,141,37,20,10,
65,无锡,1.2,,2018-08-21,良,32,118,47,30,12,
40,无锡,0.9,,2018-08-22,优,23,79,33,21,9,
103,无锡,1,,2018-08-23,轻度污染,22,163,53,25,12,
65,无锡,0.5,,2018-07-23,良,14,117,37,19,9,
95,无锡,0.6,,2018-07-24,良,18,154,39,21,9,
107,无锡,0.7,,2018-07-25,轻度污染,23,167,55,34,10,
48,无锡,0.9,,2018-06-22,优,38,71,46,29,10,
73,无锡,0.7,,2018-06-23,良,25,127,38,21,8,
60,无锡,0.7,,2018-06-24,良,27,112,45,29,8,
85,无锡,0.7,,2018-06-25,良,24,142,64,42,9,
82,无锡,0.6,,2018-06-26,良,20,138,55,29,10,
49,无锡,0.5,,2018-06-27,优,23,98,45,19,11,
78,西宁,1.1,,2016-07-27,良,44,125,106,36,34,
88,西宁,1.2,,2016-07-28,良,41,145,99,36,36,
90,西宁,1.1,,2016-07-29,良,40,148,90,35,42,
99,西宁,1,,2016-07-30,良,35,158,89,38,40,
111,西宁,1,,2016-07-31,轻度污染,38,172,105,50,42,
79,温州,1.4,,2018-01-07,良,59,8,80,58,11,
40,温州,1.2,,2018-01-08,优,32,32,35,23,9,
59,温州,1,,2018-01-09,良,38,78,61,42,12,
65,温州,0.8,,2018-01-10,良,52,88,60,30,14,
73,温州,0.8,,2018-01-11,良,58,71,78,38,16,
79,西宁,1,,2016-06-28,良,33,134,99,37,48,
90,西宁,1.1,,2016-06-29,良,42,131,130,46,60,
85,西宁,0.7,,2016-06-30,良,28,141,56,20,19,
79,西宁,1.1,,2016-04-28,良,48,77,107,43,33,
80,西宁,0.9,,2016-04-29,良,49,82,110,42,43,
89,西宁,1.2,,2016-04-30,良,51,66,128,39,29,
90,温州,1,,2018-12-22,良,72,49,94,41,10,
53,温州,1,,2018-12-23,良,39,50,55,24,7,
53,温州,0.7,,2018-12-24,良,27,71,56,28,7,
65,温州,0.7,,2018-12-25,良,52,29,68,28,7,
53,温州,0.7,,2018-12-26,良,42,18,45,22,8,
27,温州,0.5,,2018-12-27,优,21,54,16,7,5,
115,无锡,1.4,,2018-05-28,轻度污染,46,176,131,76,11,
128,无锡,1.2,,2018-05-29,轻度污染,66,158,159,97,12,
140,无锡,1.6,,2018-05-30,轻度污染,65,194,162,107,13,
105,无锡,1.4,,2018-05-31,轻度污染,45,146,114,79,10,
60,无锡,0.9,,2018-09-28,良,39,112,47,21,11,
63,无锡,0.9,,2018-09-29,良,36,115,51,25,12,
113,无锡,1,,2018-09-30,轻度污染,44,174,94,45,15,
61,遵义,0.9,,2015-01-31,良,19,65,55,43,21,
88,武威,1.7,,2016-11-01,良,43,89,126,53,48,
60,武威,1.2,,2016-10-01,良,36,112,48,26,11,
64,武威,1,,2016-10-02,良,33,116,34,16,11,
49,武威,0.9,,2016-10-03,优,25,98,49,22,10,
66,武威,1,,2016-09-01,良,31,119,32,16,10,
43,武威,0.8,,2016-09-02,优,22,85,38,15,10,
59,武威,0.8,,2016-08-01,良,15,110,52,28,8,
77,武威,0.6,,2016-07-01,良,14,132,88,28,4,
78,武威,1,,2016-06-01,良,13,133,84,28,10,
83,武威,0.9,,2016-06-02,良,10,139,49,12,6,
184,武威,1,,2016-05-01,中度污染,10,104,318,88,4,
88,武威,1.1,,2016-05-02,良,16,145,38,17,6,
90,武威,1.2,,2016-05-03,良,22,140,130,39,10,
92,武威,1.2,,2016-05-04,良,22,124,134,42,6,
84,武威,0.5,,2016-04-01,良,21,108,118,52,8,
50,武威,0.8,,2016-04-02,优,14,83,50,20,7,
68,武威,1,,2016-04-03,良,18,98,86,30,7,
72,武威,0.9,,2016-04-04,良,22,126,78,38,10,
61,武威,1.6,,2016-03-01,良,36,78,72,25,38,
62,武威,1.6,,2016-03-02,良,34,98,74,32,42,
102,武威,1.7,,2016-03-03,轻度污染,38,96,154,48,36,
196,武威,1,,2016-03-04,中度污染,16,78,341,71,20,
164,武威,1.3,,2016-03-05,中度污染,30,80,278,77,40,
50,咸宁,0.9,,2016-11-02,优,27,55,50,35,5,
59,咸宁,1.1,,2016-11-03,良,23,77,62,42,4,
55,咸宁,1,,2016-11-04,良,22,96,59,36,4,
57,咸宁,0.9,,2016-11-05,良,19,104,63,40,6,
93,咸宁,1,,2016-11-06,良,23,120,108,69,13,
104,咸宁,1.6,,2016-11-07,轻度污染,28,42,147,78,6,
67,咸宁,1.3,,2016-11-08,良,27,42,52,48,5,
63,咸宁,0.8,,2016-11-09,良,22,49,51,45,4,
72,武威,1.1,,2017-10-05,良,42,112,95,44,10,
75,武威,0.8,,2017-10-06,良,27,102,100,46,10,
74,武威,0.9,,2017-10-07,良,22,92,96,40,8,
39,武威,0.5,,2017-10-08,优,9,78,37,14,6,
32,武威,0.6,,2017-10-09,优,8,65,18,11,5,
44,武威,0.8,,2017-10-10,优,18,74,42,26,8,
53,武威,0.8,,2017-10-11,良,26,91,58,28,9,
67,武威,1,,2017-10-12,良,34,95,83,41,10,
79,武威,0.7,,2017-09-06,良,26,135,46,16,6,
61,武威,1,,2017-09-07,良,40,114,66,24,7,
63,武威,0.8,,2017-09-08,良,35,116,70,25,6,
72,武威,0.7,,2017-09-09,良,22,81,0,0,6,
70,武威,0.8,,2017-09-10,良,28,118,92,30,8,
68,武威,0.8,,2017-09-11,良,30,122,78,26,8,
88,武威,0.6,,2017-09-12,良,19,125,0,0,8,
80,武威,0.7,,2017-08-04,良,23,136,63,26,4,
84,武威,0.7,,2017-08-05,良,24,141,57,20,4,
55,武威,0.6,,2017-08-06,良,20,106,60,20,6,
68,武威,0.5,,2017-08-07,良,10,122,28,12,4,
56,武威,0.5,,2017-08-08,良,15,107,60,20,4,
61,武威,0.5,,2017-08-09,良,21,114,63,20,4,
84,武威,0.5,,2017-08-10,良,26,141,52,17,5,
87,武威,0.6,,2017-08-11,良,32,145,63,20,4,
87,武威,0.6,,2017-08-12,良,28,145,67,26,6,
62,武威,0.4,,2017-07-05,良,15,115,34,10,4,
82,武威,0.6,,2017-07-06,良,26,139,54,20,4,
75,武威,0.5,,2017-07-07,良,28,131,58,20,3,
66,武威,0.4,,2017-07-08,良,23,103,87,18,2,
70,武威,0.5,,2017-07-09,良,26,122,90,23,4,
75,武威,0.3,,2017-07-10,良,20,131,81,20,2,
84,武威,0.5,,2017-07-11,良,28,141,76,24,4,
46,武威,0.6,,2017-06-05,优,20,92,25,8,4,
59,武威,0.7,,2017-06-06,良,22,111,72,16,4,
73,武威,0.7,,2017-06-07,良,22,118,100,24,4,
85,武威,0.6,,2017-06-08,良,26,143,42,17,4,
127,武威,0.5,,2017-06-09,轻度污染,21,94,0,0,2,
89,武威,0.7,,2017-06-10,良,32,140,131,45,3,
90,武威,0.5,,2017-06-11,良,28,149,103,38,4,
93,武威,0.6,,2017-06-12,良,28,152,88,36,5,
81,武威,0.5,,2017-05-07,良,26,125,0,0,7,
82,武威,0.7,,2017-05-08,良,28,139,82,30,6,
79,武威,0.6,,2017-05-09,良,22,110,0,0,6,
64,武威,0.8,,2017-05-10,良,26,117,66,24,6,
75,武威,0.6,,2017-05-11,良,24,130,44,16,4,
83,武威,0.5,,2017-05-12,良,38,140,64,22,4,
58,武威,0.3,,2017-05-13,良,24,109,60,20,4,
57,武威,0.3,,2017-05-14,良,18,109,35,13,4,
130,武威,0.8,,2017-04-06,轻度污染,28,98,0,0,8,
119,武威,0.7,,2017-04-07,轻度污染,24,81,0,0,7,
48,武威,0.9,,2017-03-08,优,18,93,47,17,26,
54,武威,0.8,,2017-03-09,良,24,91,62,34,22,
68,武威,0.8,,2017-03-10,良,25,112,85,44,20,
55,武威,0.6,,2017-03-11,良,24,105,60,32,25,
67,武威,0.6,,2017-03-12,良,22,87,83,33,25,
56,武威,0.6,,2017-03-13,良,18,94,64,32,14,
149,武威,1,,2017-02-06,轻度污染,22,58,0,0,25,
100,武威,1,,2017-02-07,良,19,75,0,0,26,
55,武威,0.9,,2017-02-08,良,20,63,66,40,21,
50,武威,1,,2017-02-09,优,19,77,51,32,16,
61,武威,1.3,,2017-02-10,良,28,78,68,46,23,
80,武威,2.1,,2017-02-11,良,37,77,96,60,33,
65,武威,1.6,,2017-02-12,良,37,77,84,48,30,
103,武威,1.9,,2017-02-13,轻度污染,40,77,126,80,55,
70,武威,1.2,,2017-01-06,良,37,63,82,52,30,
73,武威,1.4,,2017-01-07,良,40,62,82,54,34,
66,武威,1.4,,2017-01-08,良,36,66,78,52,30,
71,武威,1.4,,2017-01-09,良,34,53,89,51,34,
55,武威,0.8,,2017-01-10,良,26,56,61,36,23,
68,武威,1.4,,2017-01-11,良,43,54,84,50,43,
71,武威,1.8,,2017-01-12,良,48,69,92,49,50,
74,武威,2,,2017-01-13,良,44,70,100,56,36,
68,武威,1.7,,2017-01-14,良,42,65,82,50,40,
70,武威,1.2,,2017-01-15,良,33,67,94,49,36,
77,武威,0.9,,2016-02-01,良,36,66,100,56,56,
85,温州,0.7,,2017-12-11,良,57,0,113,62,22,
104,温州,1,,2017-12-12,轻度污染,62,0,114,66,19,
53,温州,0.5,,2017-12-13,良,33,62,55,29,11,
60,温州,0.6,,2017-12-14,良,48,29,58,30,8,
68,温州,0.6,,2017-12-15,良,54,12,42,28,8,
44,温州,0.7,,2017-12-16,优,35,52,35,23,8,
66,温州,0.8,,2017-11-11,良,42,38,77,47,11,
53,温州,0.6,,2017-11-12,良,40,58,56,27,12,
58,温州,0.6,,2017-11-13,良,48,87,64,31,13,
63,温州,0.7,,2017-11-14,良,50,44,66,37,9,
53,温州,0.6,,2017-11-15,良,44,39,48,32,7,
61,温州,0.7,,2017-11-16,良,49,38,51,28,10,
81,温州,1,,2017-11-17,良,64,21,88,56,14,
104,吴忠,1.7,,2018-12-14,轻度污染,42,39,131,78,39,
94,吴忠,0.3,,2018-12-15,良,17,62,137,39,19,
57,吴忠,0.5,,2018-12-16,良,20,69,64,20,24,
51,吴忠,0.9,,2018-12-17,良,30,69,51,25,36,
56,吴忠,0.7,,2018-12-18,良,32,66,61,28,37,
59,吴忠,1.2,,2018-12-19,良,40,46,67,35,39,
77,吴忠,0.9,,2018-12-20,良,27,63,104,29,21,
79,吴忠,1.5,,2018-12-21,良,54,40,107,56,36,
66,吴忠,0.5,,2018-11-09,良,36,65,81,31,22,
64,吴忠,0.7,,2018-11-10,良,42,68,77,36,26,
67,吴忠,0.5,,2018-11-11,良,39,64,83,40,14,
75,吴忠,0.5,,2018-11-12,良,51,48,99,55,14,
73,吴忠,0.5,,2018-11-13,良,44,67,80,53,12,
153,吴忠,0.5,,2018-11-14,中度污染,21,62,256,47,7,
133,吴忠,0.7,,2018-11-15,轻度污染,30,36,216,69,24,
95,吴忠,0.7,,2018-11-16,良,29,38,139,66,10,
48,吴忠,0.5,,2018-10-09,优,25,78,48,17,13,
54,吴忠,0.5,,2018-10-10,良,32,88,58,23,16,
54,吴忠,0.3,,2018-10-11,良,20,92,57,23,13,
62,吴忠,0.5,,2018-10-12,良,33,106,73,35,17,
74,吴忠,0.6,,2018-10-13,良,51,73,96,54,14,
65,吴忠,0.3,,2018-10-14,良,35,73,71,46,14,
60,吴忠,0.2,,2018-10-15,良,27,95,60,43,7,
58,吴忠,0.5,,2018-09-12,良,31,84,65,25,11,
52,吴忠,0.3,,2018-09-13,良,22,102,52,21,4,
54,吴忠,0.3,,2018-09-14,良,20,82,58,20,5,
30,吴忠,0.3,,2018-09-15,优,18,52,30,8,10,
71,吴忠,0.5,,2018-08-13,良,22,125,71,22,10,
87,吴忠,0.3,,2018-08-14,良,14,144,49,19,7,
119,吴忠,0.5,,2018-08-15,轻度污染,18,180,89,27,9,
98,吴忠,0.3,,2018-08-16,良,15,93,0,0,5,
26,梧州,0.9,,2018-12-10,优,15,14,26,12,9,
25,梧州,0.9,,2018-12-11,优,20,23,25,13,8,
40,梧州,1,,2018-12-12,优,22,32,36,28,7,
59,梧州,1,,2018-12-13,良,24,31,54,42,8,
36,梧州,1.2,,2018-12-14,优,24,34,36,25,8,
55,梧州,1.4,,2018-12-15,良,28,23,59,37,11,
48,梧州,1.4,,2018-12-16,优,26,36,48,26,10,
45,梧州,1,,2018-11-08,优,22,64,45,24,10,
56,梧州,1,,2018-11-09,良,31,74,62,30,15,
73,梧州,1,,2018-11-10,良,36,127,78,46,16,
74,梧州,1.2,,2018-11-11,良,42,97,83,54,13,
55,梧州,1,,2018-11-12,良,20,46,56,39,10,
29,梧州,0.9,,2018-11-13,优,14,57,26,12,8,
52,梧州,1,,2018-11-14,良,30,92,54,28,12,
54,梧州,1,,2018-11-15,良,32,45,57,37,11,
83,梧州,1,,2018-10-07,良,37,139,94,52,20,
111,梧州,1.2,,2018-10-08,轻度污染,38,172,106,61,20,
92,梧州,1,,2018-10-09,良,30,148,107,68,21,
45,梧州,1,,2018-10-10,优,20,65,40,31,7,
44,梧州,1,,2018-10-11,优,19,74,44,28,10,
56,梧州,1,,2018-10-12,良,26,93,62,38,15,
46,梧州,1,,2018-09-07,优,22,78,42,25,12,
43,梧州,0.9,,2018-09-08,优,19,56,41,22,11,
57,梧州,1,,2018-09-09,良,24,84,64,35,18,
60,梧州,1.2,,2018-09-10,良,25,86,70,38,16,
64,梧州,1,,2018-09-11,良,28,103,77,45,17,
61,梧州,1,,2018-09-12,良,23,106,72,43,13,
40,梧州,0.7,,2018-09-13,优,18,67,39,24,8,
47,梧州,0.9,,2018-09-14,优,25,74,46,24,10,
73,咸宁,0.9,,2017-02-13,良,18,128,65,53,13,
75,咸宁,0.7,,2017-02-14,良,22,130,67,46,13,
72,咸宁,0.8,,2017-02-15,良,28,119,84,54,12,
96,咸宁,1,,2017-02-16,良,29,140,107,73,14,
204,咸宁,1.5,,2017-02-17,重度污染,35,66,227,153,14,
148,咸宁,1.2,,2017-02-18,轻度污染,28,57,138,115,12,
137,咸宁,1.3,,2017-02-19,轻度污染,24,126,124,103,13,
116,咸宁,1.1,,2017-02-20,轻度污染,17,105,114,85,11,
61,咸宁,0.8,,2017-02-21,良,17,55,53,34,11,
83,咸宁,1.4,,2017-01-13,良,24,98,77,63,6,
102,咸宁,1.2,,2017-01-14,轻度污染,22,106,86,78,11,
75,咸宁,1.2,,2017-01-15,良,24,70,72,57,9,
95,咸宁,1.4,,2017-01-16,良,24,84,88,72,9,
102,咸宁,1.5,,2017-01-17,轻度污染,40,39,102,78,8,
128,咸宁,1.4,,2017-01-18,轻度污染,36,19,108,99,10,
30,温州,0.7,,2018-11-19,优,24,55,15,7,6,
55,温州,1,,2018-11-20,良,44,27,56,28,8,
48,温州,1,,2018-11-21,优,38,29,26,12,6,
42,温州,0.6,,2018-11-22,优,18,83,34,17,6,
65,温州,0.7,,2018-11-23,良,52,56,76,36,8,
66,温州,0.9,,2018-11-24,良,52,78,81,33,9,
